parcelid,lf1,lf2,lf3,lf4,lf5,lf6,lf7,lf8,lf9,lf10 
14362317,-0.9638,0.6768,0.8424,7.8960,1.2905,-1.0226,-1.6711,0.4886,-0.2133,2.3091
12233456,-0.9603,0.7827,-0.3819,-0.2689,-0.1840,-2.2636,1.5579,-1.2941,-1.6037,-0.5498
11944461,-0.9456,-0.2549,0.2932,-0.3143,-0.4716,-0.2496,1.3775,-0.4381,-0.5301,-1.0122
14366651,-0.9231,-0.1751,-0.3906,-0.3425,0.1896,-1.4807,0.1986,-0.5001,-0.6339,1.7163
14491026,-0.9932,0.6516,-0.8823,-0.5743,-2.0544,-1.4214,1.7858,-0.7772,0.6345,3.4239
14713818,-0.9226,1.2424,0.6856,-0.6561,0.3277,-0.4122,0.2502,-0.8537,-0.0299,1.0784
11558407,-0.9218,2.4567,2.4213,0.3960,0.2628,-1.0631,1.0947,-2.2311,-0.0587,-0.4996
12015288,-0.9746,0.6174,-1.1620,1.9771,-1.5715,-1.0778,1.2028,-1.3138,-1.2527,0.6762
17129739,-0.9066,0.5147,-0.9918,-0.9900,0.0961,-1.7152,1.5775,-2.2107,0.5690,0.8343
11419781,-0.9645,-0.0519,-0.7427,-0.1714,-0.3836,-0.8264,0.4854,-1.2526,-1.2991,-1.5905
14707107,-0.9665,0.2510,-0.6396,-0.5300,-1.4513,-1.4337,1.5096,-0.1731,0.1773,3.4117
12189697,-0.9535,-0.0431,-0.1267,-0.4520,0.0009,-1.6426,-0.3172,-0.0696,-0.4969,-1.4037
14726609,-0.9710,0.4539,-0.9038,-0.0391,-0.1189,-1.6152,1.1602,-1.6955,-0.0564,1.5749
14262089,-0.9455,0.3438,-0.8636,-0.0278,-0.0805,6.7680,-0.1333,-2.0811,-0.3490,-0.6947
11280596,-0.8587,-1.5802,0.5170,-0.4174,0.6198,0.5561,-1.5086,-0.8502,-0.1089,-1.1406
17055019,-0.9986,0.7275,-0.5727,-0.0930,0.0328,-1.3467,0.4796,-0.2797,1.3813,0.9043
13914106,-0.9561,-0.3483,-0.2753,-0.0391,0.2240,-0.8609,-1.3946,-0.8479,-0.4677,-0.9322
10850790,-1.0072,0.5113,-1.0637,-0.9165,-3.1399,-1.3013,2.8191,1.2413,2.3550,-2.2966
11280704,-0.9410,0.3510,-0.8136,-0.3267,0.0263,0.5266,-0.9769,-1.4206,-0.2773,-1.8121
12103080,-0.9644,0.1827,-0.5595,0.3267,-0.0743,-0.4126,-0.3636,0.4613,0.0426,-0.6783
12132982,-0.8710,-0.1125,-0.5738,-1.1642,0.3148,0.0447,-1.8697,-0.1175,-0.1333,-0.3600
14157259,-1.0812,2.4022,1.1222,-0.2407,0.0399,-1.5188,2.0219,-3.6702,0.4380,0.1688
12745673,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.9211,0.5679,1.9088,3.9721,-2.8750
11575840,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.5187,-3.2833,0.8333,-1.2018,-0.2645
12828541,-0.9790,0.7544,-0.4737,-0.0259,0.4036,0.9206,0.7312,4.3903,3.9385,1.4958
13888764,-1.0246,0.5741,-0.3688,-0.4717,-1.2505,-1.6362,0.2452,-1.4300,0.1906,1.9773
11894209,-0.8348,-2.0687,1.1195,0.5964,0.2038,0.7865,-0.7027,2.1341,0.5320,-0.4426
11946625,-0.9823,0.7108,-0.5072,-0.1185,-0.4227,-1.5147,1.2822,-1.0779,0.0904,-0.4645
12214178,30.9175,0.4258,-0.6895,-0.1349,0.0316,21.5032,1.9889,-0.7958,-2.4457,0.7503
11945491,-0.9429,1.5784,0.4768,-0.1241,1.4791,0.0472,2.7661,-0.6866,-1.7968,-0.4749
14715819,-0.9044,-0.5080,-0.2218,-0.3671,0.2903,-1.7705,-1.6861,1.0101,0.8391,0.6432
14702116,-0.9678,0.4642,-0.9574,-0.5756,0.0021,-1.3149,-0.9974,0.2244,-0.3581,0.2741
11455121,-0.9715,0.4302,-0.8908,-0.5677,-0.5387,-1.6955,2.1228,-2.9626,-0.2657,4.6198
11536095,-0.9950,0.2693,-0.7397,0.0229,-0.7845,-1.8978,0.9319,-0.2699,-0.2939,-0.4658
12389691,-0.8961,-0.7033,-0.0872,-0.3762,0.3503,-1.2497,-3.6604,3.3847,-1.4120,-0.4434
12666721,-1.0363,1.6276,0.1531,0.0525,-2.3268,-1.3072,1.2236,2.2088,-0.4422,-0.0392
12004630,-0.9823,0.5023,-0.6662,0.1869,-1.0131,-1.2172,1.3307,-0.5635,-0.4058,0.5949
17143153,-0.8994,0.5491,-1.0293,-1.1295,0.1108,-1.9833,1.6615,-2.0282,1.4727,1.3321
11692487,-0.8768,1.1318,-0.3757,-0.9236,0.1392,-1.1382,1.5002,-1.4048,0.2618,-0.1332
11485896,-0.9127,-0.7335,0.7087,-0.2023,-0.1928,-1.0017,1.2421,-2.0895,-0.1610,1.4155
11543751,-1.0049,1.7928,0.9953,0.0346,0.3916,0.7949,1.2792,-1.9317,0.4776,0.7413
12648647,-0.4323,1.2697,0.4242,-0.4743,1.7227,3.7859,0.5163,-1.0146,-0.8249,-0.4159
12887934,-0.9166,-0.3844,0.3554,-0.5685,-0.3600,-1.2422,2.0942,-0.0637,-0.9850,0.6399
11136168,-0.9108,-0.3592,-0.3244,-0.3601,0.2445,-1.7127,-2.6616,0.2174,0.0754,-1.2635
17170739,-1.0186,2.6407,1.4983,-0.2288,0.1619,-1.4675,6.4985,4.7668,-3.0539,-1.3361
12912877,-0.9881,0.4211,-1.0353,1.8848,-0.2634,-0.9909,3.1737,0.4516,-0.7111,1.2227
12829046,-0.9848,1.3510,0.9272,-0.0529,0.6625,0.6622,0.3603,4.2398,3.7871,1.5789
14018692,-0.9893,0.6231,-0.6468,-0.4756,-0.2552,-1.6238,1.1758,-1.6448,-0.1525,-0.6347
11931140,-0.9181,-0.2844,-0.4748,1.6732,0.1617,-0.4257,1.2075,2.0264,2.4962,-2.7538
13887161,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-1.2622,0.5799,-2.9148,-0.1697,-1.1531
17075791,-0.9932,1.2570,0.0735,-0.2303,0.0517,-1.8394,1.2014,-1.7411,0.3734,0.3903
11304161,-0.8828,-1.0149,0.1275,-0.3908,0.4461,1.3007,-1.6435,-0.5058,0.0503,-0.3160
10876017,-0.9749,0.3120,-0.0769,-0.2391,-0.3731,-1.1598,-0.1471,-0.0980,0.6796,0.5984
11341920,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-1.9528,5.0013,1.9944,-1.2839,0.2327
11173222,-0.9308,-0.1232,-0.4534,-0.4522,0.2493,-0.3084,-0.2357,-0.3963,2.1008,0.3153
12597787,-1.0954,0.2577,-1.1289,-0.6839,-1.4159,-0.9446,-1.1890,2.7924,-0.9076,-0.8785
13027107,-0.9879,-0.1223,-0.7745,1.8202,-0.0037,-0.6988,-1.5787,0.5318,-0.3433,0.6644
14725386,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-1.8097,-0.9808,-0.8005,-0.2702,-0.8239
12020928,-1.0666,0.9589,-0.6475,-0.7414,-1.1195,-1.8598,0.2185,-1.7320,0.2996,-0.1644
14242892,-0.8951,-1.7081,0.4452,-0.1282,0.5532,-0.9001,-0.9657,0.8427,-0.8020,-0.4586
14047507,-0.9048,-0.7412,-0.1795,0.2679,0.1268,-0.8759,0.7890,-0.0442,-0.0379,1.7714
14685821,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.9628,-2.1036,2.9074,-1.4398,0.8301
12416253,14.4659,0.8905,-1.0620,-0.0921,-0.1920,8.8718,1.3335,-2.0646,0.5211,-0.0390
14120185,-0.9491,-0.3973,-0.4500,-0.1419,0.5820,-0.4885,0.3536,-0.1191,0.2129,3.0043
11991423,-0.9572,-0.0566,-0.5161,-0.0094,-0.4388,-0.8271,1.4825,-0.3192,-1.2134,-0.9985
11454782,-0.9403,1.3411,0.0205,-0.7565,0.2028,-0.1495,-0.1506,-1.1930,-1.0821,-1.9739
17159110,-0.9086,-0.4107,-0.2888,-0.3625,0.2604,-1.7848,-2.0675,0.1199,0.4166,-0.6696
10825123,-0.9167,-0.2207,-0.4198,-0.3536,0.2020,5.9452,-0.2021,-0.8813,-0.3524,0.5799
12428562,-0.9300,-0.2321,-0.4037,-0.2769,0.1698,-0.0223,-2.3653,1.0652,-0.1938,1.1072
12114226,-0.9601,0.5876,0.2007,-0.1575,0.1369,-0.0724,0.4808,-2.0757,-0.1105,-0.4718
14692960,-0.8950,-0.7286,-0.0698,-0.3774,0.3580,-1.5470,-2.9845,0.6108,-0.8967,-1.1860
14662697,-0.9946,0.6456,0.4636,-0.2360,1.9762,-1.2937,0.6628,-1.3540,0.1405,0.9665
11095273,-1.0966,-0.6372,-0.7425,0.2657,3.9913,-1.1938,0.6346,-1.8195,0.0741,3.8926
11448911,-0.9497,0.3319,-0.2634,-0.2992,-0.0571,-0.9180,1.2597,-1.2473,0.0838,0.2887
11612465,-0.9620,0.4166,-0.8016,-0.2839,0.0105,-1.5725,0.9595,-1.2072,-0.1701,0.1439
13939748,-0.9128,-0.3111,-0.3575,-0.3578,0.2297,-1.0732,-2.0305,-0.0957,0.2116,-1.0019
12240310,-0.9752,0.6898,-0.7291,-0.7858,-1.3604,-1.1953,3.3372,1.6814,-1.0217,-1.1518
12268525,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.3714,-0.8584,-1.2543,-2.5228,-2.9565
10837162,-0.9951,0.5632,-1.1373,0.2340,-2.6599,-1.5063,1.4409,0.5170,2.0246,-1.9198
14008794,-0.9768,0.0599,-0.8467,0.1631,1.1361,-1.4239,0.7830,-1.2667,0.3672,0.3787
17236633,-0.8951,-0.7258,-0.0717,-0.3773,0.3572,-1.5311,-1.7130,0.4156,0.8017,0.7504
11113685,-0.8611,-1.5247,0.4787,-0.4148,0.6027,-1.0137,9.6322,13.0482,-3.8336,-0.0102
14629538,-0.9471,-0.1926,-0.4641,-0.4937,0.0488,-1.9021,-0.6876,-1.0252,0.2910,-0.9691
12263680,38.9729,-4.5722,3.8936,0.0730,1.7907,25.4308,0.2596,0.8187,-2.6869,0.5348
11433362,-1.0237,0.5930,-0.8175,-0.5835,-0.4641,-1.1143,4.4622,2.7967,-3.8472,-1.5401
12688064,-1.0256,1.9250,0.8518,-0.3046,-2.1224,-2.0987,0.2577,-1.5814,2.4079,1.2887
13896087,-0.9752,1.8186,0.6982,-0.2104,0.3082,-2.0738,0.1935,-1.9702,0.4515,-1.1589
13083030,-0.8977,-0.6649,-0.1137,-0.3744,0.3385,-0.6532,-0.7557,2.2706,1.0220,7.5285
13935681,-0.9718,0.8231,-0.4165,0.1115,0.0431,0.5581,-1.2905,0.9361,-0.6523,0.3037
13004195,-0.8998,-0.9392,0.0971,0.6864,0.3256,-0.5704,-0.5549,2.6395,1.5403,-1.2248
14474580,-0.9089,-0.4024,-0.2946,-0.3621,0.2578,-0.5764,-6.7106,4.1991,-1.2348,1.1183
12749187,-0.7725,-3.3483,2.4601,-0.3571,0.5255,-0.2449,-3.1928,1.0408,0.0260,0.4131
12283441,18.9288,0.8988,-1.0653,-0.1130,-0.2309,13.2722,1.9667,-0.6410,-1.1783,-0.8724
14118017,-1.0058,0.7460,-0.5940,-0.1439,0.5909,-1.5676,1.4121,-0.9696,-0.1275,0.0392
11010991,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-1.6360,1.7032,2.7905,1.9135,-3.2303
11060568,-0.7427,0.9927,3.2002,-0.1075,0.9416,-0.7049,0.7043,0.4909,-1.7366,0.8402
11106549,-0.9233,-0.1689,-0.3954,-0.3423,0.1877,7.3120,-0.6719,-0.1970,5.5044,0.7663
14129187,-0.9268,-0.1255,-0.7437,0.4104,0.1873,-1.6820,-0.7118,-0.8888,-0.6002,-2.1372
11650126,-0.1959,-19.1166,17.9735,0.2277,-3.5116,-1.8341,-1.2791,-1.6468,3.9948,-0.7974
14624520,-0.8968,-0.6881,-0.0977,-0.3755,0.3456,-1.0130,-2.8487,-0.1655,-1.0153,-2.4837
14338816,-0.8811,-1.0563,0.1560,-0.3928,0.4588,-0.6864,-1.8045,-0.1670,-0.5051,-0.5835
12975603,-0.8603,-2.3059,1.5933,-0.3147,-0.2343,4.8480,0.2598,-3.1885,-0.5252,-3.1910
17243918,-0.9377,0.3014,-0.2179,-0.4123,0.1492,-1.1092,-2.8191,0.9151,-0.5094,1.0926
12524725,-0.9771,-0.2424,-0.4609,-0.1268,0.5286,-0.6148,-0.1912,1.1443,0.0554,-0.5438
14649712,-0.9562,-0.7066,0.0049,2.9327,-0.7949,-1.3094,1.4112,-1.4775,0.2917,0.4391
11634243,-1.0303,1.1158,-0.2020,0.1687,0.1711,-0.2749,2.4558,-0.1999,-0.2737,-0.2580
14338334,-0.8824,-1.0247,0.1342,-0.3913,0.4491,-0.6895,-1.8626,-0.0572,-0.4553,-0.4303
14133104,-0.9545,-0.2393,-0.5153,-0.0630,-0.1102,-1.5507,0.1773,-0.0540,1.5325,0.7209
17152809,-1.0927,3.6353,3.4604,-0.3840,0.1404,-1.4868,1.5087,2.9161,-0.7286,0.3690
11398338,-0.9881,0.2826,-0.9680,-0.0119,0.0882,-1.9856,2.2055,-1.4538,-0.5681,0.7827
12733647,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-1.3892,0.1430,-0.9529,0.4767,0.3896
11895127,-0.9214,-0.1087,-0.4970,-0.3483,0.1675,-1.0812,0.3141,0.5776,-2.8329,-2.2241
14634836,-0.9134,-0.2971,-0.3671,-0.3572,0.2254,-0.3556,-1.8154,-0.4204,-0.0056,-0.4521
12851690,-1.0005,-0.0606,-0.9486,5.3092,-0.4687,-1.3067,0.6931,0.4211,0.4449,-1.0917
11116112,-0.9070,-0.4465,-0.2642,-0.3642,0.2713,-0.3859,-1.5287,7.9608,-2.4477,0.0614
12678829,-0.9736,0.0717,-0.6463,-0.5644,-0.4733,-1.3078,-1.5641,-0.4857,-1.1105,-1.3912
11448561,-0.9137,-0.4732,-0.3353,0.1229,0.1018,-1.1370,-0.7172,-1.3419,-0.3608,-0.6569
13849518,-0.9621,0.2947,-0.0772,-0.0104,0.6107,1.2658,0.3589,5.6948,4.3856,1.8803
12048008,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.6166,2.1161,-3.1066,4.3812,2.3504
12756927,-0.9118,-0.3358,-0.3404,-0.3590,0.2373,-1.9579,1.4467,1.4710,3.1480,-2.9403
14677191,-0.8080,-1.1144,0.0242,-0.6163,2.1410,-1.1227,-2.3253,0.1990,0.9707,-0.8565
11189551,-0.9060,-0.4711,-0.2473,-0.3653,0.2789,0.5007,-1.5165,0.2029,-0.2298,-0.1394
10804509,14.9074,0.4693,-0.9505,-0.3149,-0.0999,6.0894,-0.6382,0.3342,-0.0214,-0.2676
14726557,-0.9723,0.4584,-0.9078,-0.0266,-0.1253,-1.5883,1.2435,-1.7703,-0.0554,0.9991
11893101,-1.0052,2.4545,2.2541,-0.2443,-0.3388,-0.2707,-1.0113,-2.6132,-0.4835,-3.4692
10937889,-0.9791,0.6769,-0.6497,0.7149,-0.6229,-1.3232,2.2044,-1.0196,-0.4880,0.7048
14454847,-0.9538,0.3304,-0.9566,0.5291,-0.2794,-1.1832,3.9488,1.7683,-1.4131,-2.8734
11495019,-0.9419,0.2688,-0.7693,-0.2920,0.1441,-1.4169,1.1259,-1.2363,0.0415,0.2816
12529831,-0.9616,1.5717,0.9988,-0.1509,0.6235,-1.1086,1.3325,0.3789,-0.4311,-0.0473
13865419,-0.9171,-0.2109,-0.4265,-0.3531,0.1989,-1.5578,0.5819,-2.0309,0.1445,2.5698
13872657,-0.9311,2.6513,2.5182,0.1496,0.7256,-0.7007,-1.4593,-0.2443,-0.3229,0.4745
12960466,-0.9282,-0.0366,-0.5888,-0.1150,0.0616,-1.7189,1.5652,-1.9401,-0.3676,0.0664
12498811,-0.9011,-0.5857,-0.1683,-0.3707,0.3141,-1.3259,-1.5721,-0.7166,-0.2719,-0.0205
13937823,-0.9038,-0.5216,-0.2124,-0.3677,0.2944,-1.0639,-2.2670,0.0512,-0.2459,-1.0071
11606510,-0.8582,-1.1079,1.5246,0.1342,0.0290,0.0137,0.3363,-0.8247,1.3798,-0.3265
14419151,-1.0098,3.5071,3.3740,-0.0720,0.4635,-0.9334,0.8206,-1.0415,0.3961,1.1035
11825932,12.6344,0.8902,-1.2453,-0.6808,-0.0293,8.6793,2.2554,-0.7666,-1.0171,0.4469
12370806,15.2762,0.2125,-0.6627,-0.2315,0.5342,8.9169,-0.9212,-0.3186,-0.8639,-0.4793
11898674,18.7820,0.9089,-1.3329,1.5381,-0.9547,15.6943,1.8884,1.9189,0.1145,-1.1988
11042858,-0.9189,-0.3137,-0.4271,0.0313,0.0888,6.9772,-0.4983,-0.4371,-0.0920,0.4940
12982573,-0.8729,-3.3081,2.1216,1.1712,0.1286,-1.1451,8.4575,2.9954,-0.6847,1.2788
11023191,39.0418,1.3900,-1.4445,0.8510,-0.7649,31.3951,1.8243,-1.1514,0.8197,-0.8634
12155470,-0.8473,-0.2705,-0.8061,3.5826,-0.5074,-0.9883,0.6826,1.3951,1.3535,-0.6100
11921507,-0.9606,-0.1255,-0.6026,0.0028,0.1982,-1.3379,-0.3768,0.6046,1.9566,-2.0175
13924623,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.4392,0.9675,-2.2524,0.9928,3.3656
10869182,-0.9147,-0.2660,-0.3885,-0.3557,0.2159,-1.3821,0.1680,1.3783,2.5123,-0.8417
11871359,-0.9685,0.7022,-0.7265,-0.6967,-0.2309,-0.8909,0.5972,-0.6697,0.0610,-0.5145
12677357,-0.9084,-1.5622,2.4374,-0.3660,-1.4421,-0.8898,-0.2233,0.5633,-0.2770,0.0620
12228670,18.7558,0.9473,-1.1383,-0.2287,-0.2526,12.6052,2.8587,-0.8037,-0.3047,0.3185
12792289,-0.9722,0.3329,-0.9582,-0.3959,0.0946,-0.7838,-1.4437,-2.5162,-1.3034,-4.6807
13003553,-0.8934,-1.1409,0.2395,0.8443,0.3725,-0.2970,-0.4808,3.3522,1.9033,-0.9521
12665903,-1.0581,1.0377,-0.6351,0.1657,-1.7718,-0.4218,2.3119,2.5094,-2.0896,-0.5001
11643667,-0.9490,0.0901,-0.4880,-0.7508,-1.2246,-1.0030,-1.6621,-0.8445,-0.2379,-0.5703
11701726,-0.9809,0.6060,-0.7113,0.0043,-0.3636,-1.0282,3.2577,0.5373,-0.0940,0.7746
14303227,-0.9563,-0.2020,-0.5643,-0.1856,0.0776,-0.7546,-0.5376,0.4485,-0.0964,-0.9799
14723357,-0.8700,-1.3172,0.3358,-0.4050,0.5390,-0.7941,-6.2188,3.4681,-0.6387,0.6680
10743521,-0.9469,-0.6776,-0.0590,-0.1577,0.2114,-1.6667,-1.7919,-0.7067,0.5963,-0.7901
11960355,-0.9988,1.0902,-0.7854,-0.5888,-0.3344,-0.4697,0.8864,-1.2557,0.2280,0.5081
14716726,-0.8893,0.5971,-1.0815,-1.3239,0.1312,2.3886,-0.0320,-2.3257,-0.1370,-2.2683
11561423,-0.9013,-1.2014,0.8033,0.2605,-2.5494,-2.1966,1.7617,-1.6188,-0.3504,0.1187
12684085,-0.8938,-0.7578,-0.0497,-0.3788,0.3671,-1.3858,-1.7717,1.8091,-2.0205,-0.5965
14390486,-0.9578,-0.1789,-0.5570,-0.0844,-0.0317,0.5477,0.9328,0.5603,-0.2083,-0.4717
14384964,-0.9059,-0.4736,-0.2455,-0.3654,0.2797,10.3647,-1.6550,0.1533,0.0799,-0.2019
11657615,-0.9938,0.5233,-0.9854,-0.0534,-2.0880,-1.7389,1.0071,-1.5457,1.1123,-1.1583
14699995,-1.0039,0.4768,-1.1105,-0.3162,-0.0977,-1.4254,-0.7029,-1.0008,0.8061,-1.1607
14653669,-0.9555,0.6892,0.5200,0.3695,-0.0987,-1.7087,1.7325,-0.9132,0.2723,0.2609
11633098,-0.9737,0.7844,-0.5120,-0.1048,0.0418,-0.8389,1.7953,-0.4029,-0.8723,0.2285
12129459,-0.8705,0.3965,-0.9041,-2.3947,0.1353,0.0957,-2.1901,0.6084,0.7520,0.2235
10900015,-0.9281,0.4030,-0.8737,-0.0748,-0.0182,1.3446,2.6452,-0.0397,0.6630,-0.2136
11546051,-0.9987,0.7216,0.2650,-0.0496,-1.2226,-2.0367,1.8557,-1.0556,-0.7254,0.1074
11286298,-0.9752,0.3641,-0.8634,-0.1971,-0.7559,-0.3399,2.8666,-3.0124,1.4725,3.0185
12029118,-0.9548,0.3284,-0.6598,-0.2021,-0.0884,-0.8964,1.1205,-1.4485,1.7552,2.5175
14248024,-0.8757,-1.1826,0.2430,-0.3987,0.4976,-0.9020,-3.1735,0.5479,-0.3878,0.4576
12111973,-0.9825,0.8788,0.0920,-0.2275,-0.1361,-0.2756,0.4556,-0.7077,-0.3989,0.1316
12414769,-0.9112,0.0428,0.4868,-0.4539,0.8594,-0.4291,1.0104,1.9462,0.4667,-1.0789
12809161,-0.9884,-0.0765,-0.4987,-0.2396,0.4529,-0.2420,2.6681,2.1120,-1.6097,1.0985
13851543,-0.9238,-0.0523,-0.5358,-0.3457,0.1502,8.9054,-1.9781,0.7007,0.1495,1.5396
14695806,-0.9484,0.0792,-0.4905,-0.4677,0.8378,-1.0995,0.3860,-0.6825,2.8568,0.6435
11722072,-0.8391,-1.1920,3.5282,0.3958,-0.2180,-0.8445,2.1410,-0.3518,-0.3813,-0.6250
10819908,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.7263,-2.5143,-1.5683,-1.4940,-4.0410
12038689,-0.9678,0.6029,-1.0404,-0.8947,-0.4870,-1.3997,1.0347,-2.4472,0.0802,1.4255
11794602,-0.9449,0.4381,-0.4895,-0.2090,-0.0137,-1.1143,0.7583,-1.4219,0.2184,-0.6179
12915960,-0.8933,-0.7695,-0.0416,-0.3793,0.3707,-1.4534,-2.0416,0.0613,-0.1578,-0.0070
13066107,-0.8099,-1.5054,0.3165,-0.5768,2.3043,-0.6549,-4.6863,2.9228,1.1677,2.1603
13892335,-0.9700,0.4690,-0.9154,-0.4371,-0.1285,-1.6145,1.2751,-1.3314,0.1968,-0.1360
12048157,-0.9568,0.2125,-0.8793,-0.4139,0.3502,-1.5428,0.3077,-1.9115,-1.3287,-0.1084
11103379,-0.9567,0.5374,-0.8378,-0.3026,-0.0282,0.0674,0.1671,-1.0797,3.9489,0.6929
12166017,-0.9680,0.6310,-0.9012,-0.3928,-2.9924,-1.0607,0.6736,-0.1395,-0.3035,0.2221
12142652,-0.8868,-0.1104,-0.7039,-0.0189,0.2603,-1.0668,0.0688,0.3868,-0.7893,-1.5258
14651805,-0.9800,0.5147,-0.7811,-0.7693,-0.9856,-1.0580,0.0922,-1.1690,0.2702,1.3507
10741537,-0.9005,-0.6417,-0.3138,-0.2734,2.0138,-1.6420,-0.7175,0.0570,-0.4772,-0.0422
14175484,-1.0038,-0.3908,-0.6186,0.4254,2.2848,-1.4302,0.2002,-1.3368,0.0582,0.6598
12241422,-0.9751,0.6889,-0.7293,-0.7847,-1.3571,-1.1916,3.3769,1.6610,-1.0487,-1.0582
12562521,-0.8701,-1.3143,0.3338,-0.4049,0.5381,-1.6012,-3.5965,1.4380,-0.2975,0.0910
11565159,-0.9678,0.5985,-0.2294,-0.1592,0.0404,-0.1461,-0.2613,-0.6506,1.3025,-0.4057
12095017,-0.9778,0.6812,-0.6713,-0.2177,-0.6783,-0.4918,0.6524,-1.0863,0.6886,-0.9581
11658348,-0.9841,0.3541,-1.0679,1.7716,-0.4092,-1.5545,0.9197,-1.9349,0.1669,-0.4563
12643716,-0.9663,-0.6505,-0.2184,-0.2880,0.5326,-0.1254,0.1551,-0.6095,1.0886,1.5282
12654504,-0.9287,-0.0688,-0.4334,1.0419,-0.1627,-0.9445,2.1298,-0.3537,-1.5229,-0.3912
12744290,-0.6944,-0.7835,0.1561,-0.6324,0.6854,-1.1168,0.2534,1.0992,2.5057,-1.6534
14624469,-0.9413,-0.0627,-0.6698,1.5788,-0.0693,-0.8101,-2.0061,2.0360,0.0495,2.1831
13980826,-0.9899,0.1000,-0.5694,-0.7662,-0.6357,-1.2217,0.9753,-0.9121,0.1118,0.9570
13000479,-0.8959,-0.7072,-0.0845,-0.3764,0.3515,12.0642,-0.2023,0.4522,-0.7464,-1.4781
12160395,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.2577,5.3248,5.8411,0.9588,-0.2548
14368100,-0.8795,-1.0922,0.1807,-0.3945,0.4698,-0.7391,-3.8485,1.1492,-0.4795,-0.5202
10762341,-0.9648,0.7937,-0.3452,-0.3205,-0.5781,-0.7924,-0.0732,-0.7284,-0.1743,-0.9108
11584915,-0.9148,0.8669,0.4787,-0.3045,0.4769,-0.8010,-1.4351,-1.0613,-0.6562,-1.5883
11091577,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.2587,-0.7796,-0.7514,0.4274,1.4485
11772487,-0.9637,1.8011,0.7661,-0.0384,0.2023,0.4489,0.2139,-0.7505,-1.1691,-0.2155
14394154,-0.9417,-0.4847,-0.5241,3.5385,-0.1685,-1.8187,-1.5326,0.7071,0.8001,0.4259
13842492,-0.9964,1.1031,-0.2360,0.1573,-0.1100,1.1495,3.1648,0.3326,-1.9003,-0.0718
14008689,-0.9681,-0.1537,-0.6201,0.1629,1.0487,-1.4408,0.6737,-1.2142,0.4701,0.4228
12542817,-0.9272,-1.0106,0.5662,1.3641,-0.5453,0.5535,0.4080,-1.3882,0.3137,-0.7387
17213021,-0.9079,-0.4260,-0.2783,-0.3632,0.2651,-0.2508,-1.7338,0.7325,0.5629,1.2546
11673247,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-1.8517,2.6033,-1.5390,-0.2255,1.6701
12759574,-0.6006,0.6287,2.2709,-0.8151,4.2246,-0.4627,-1.6933,1.8086,-1.0927,0.1439
12838983,-0.9431,-0.3375,-0.4293,-0.4543,1.3634,4.8216,1.6946,1.9928,-1.5208,1.1258
10828719,-0.8976,-0.1349,-0.4606,0.6590,0.0471,-0.7317,-0.4711,0.2578,-0.5717,-0.0488
10746700,-0.9668,0.3728,-0.9023,0.0680,0.1703,-1.0815,1.0533,-1.1357,0.4639,1.5821
14599320,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-0.9730,3.5665,-0.9229,0.6819,1.7123
12549335,-0.9722,0.7313,-0.5165,0.4844,0.3242,-0.3438,1.2395,-2.1439,0.2499,0.2787
11078035,-0.9410,0.3510,-0.8136,-0.3267,0.0263,-1.5597,-1.5816,0.1199,-0.0900,-0.1497
14014190,-0.9130,-0.3055,-0.3613,-0.3575,0.2280,-1.4974,3.4059,4.1666,2.8759,-3.4315
12469940,-0.9295,0.7483,0.2407,-0.4788,-0.1365,-0.9540,4.4977,3.1152,-1.3058,0.3032
17084045,-1.0030,2.0066,1.4431,-0.0309,0.3756,-1.2501,-0.7655,-1.7224,0.2022,-1.9300
14489694,-0.9176,-0.1994,-0.4344,-0.3526,0.1954,-0.8525,-0.9039,0.0912,1.4371,-0.0933
12188921,-0.9947,0.4334,-0.9457,-0.1602,-0.1788,-2.0706,2.1957,1.3980,-1.0938,-1.1397
11113943,-0.9047,-0.5009,-0.2267,-0.3667,0.2881,-0.3863,-5.0635,4.2501,-0.6480,1.9816
12695132,-0.9695,-0.0189,-0.1223,-0.4661,1.8035,-1.1427,-2.1719,0.8764,1.7698,1.6327
14367346,-0.8409,-1.0665,0.0493,-0.5177,1.7657,-0.7867,-2.6242,0.9654,-0.6722,1.7615
12835365,-0.9624,0.7699,-0.8922,-1.1346,-0.9408,-1.7293,2.8751,-1.3346,-1.3932,1.2915
17087311,-0.8562,-1.6408,0.5587,-0.4202,0.6384,-1.0423,-4.6888,2.2934,-0.6034,0.0254
