# parcelid,lf1,lf2,lf3,lf4,lf5,lf6,lf7,lf8,lf9,lf10 
12437625,-0.4212,-0.5707,3.4455,-0.2225,0.1330,-0.9682,-0.6992,-0.0055,-1.4110,-0.1976
11013044,-0.7223,-0.5703,-0.0900,-0.4231,-0.3673,-1.1555,-0.0335,-1.4831,1.1289,0.1456
12483427,-0.8589,-0.6423,-0.3118,-0.8537,1.0379,-1.1566,2.0673,-1.3331,1.6493,2.3583
12153677,-0.7220,-0.5666,-0.0915,-0.4172,-0.3545,-1.2140,-2.4263,0.1213,0.8697,-0.1990
17131749,-0.6867,-0.5990,0.1343,-0.7878,-1.0389,-0.4095,-4.7189,2.0105,-0.3584,0.5739
13994443,-0.8153,-0.3528,-0.2668,0.1549,0.8480,-0.7591,1.8432,-1.0899,-1.4488,1.0383
14382755,-0.7697,-0.4079,-0.2236,0.2988,0.0122,-1.6090,-0.3863,-0.5221,0.0908,-0.9678
14244124,-0.6642,-0.7721,0.0611,-1.0083,-1.3341,-1.0375,-1.8922,0.3744,-0.0936,-0.4170
12038730,-0.6193,-0.4134,-0.4701,0.3572,1.3389,-1.3489,0.9513,-2.3235,0.2836,1.5598
11115487,-0.8220,0.0244,-0.1867,-0.2146,0.4364,-1.2408,0.6347,-1.1452,1.8051,1.1395
11103382,-0.7642,-0.4168,-0.2029,0.0138,0.3598,0.0674,0.1506,-1.0379,4.1981,0.4546
14491378,-0.7960,0.1235,-0.1948,2.0163,-0.6162,-1.4250,1.9099,-0.7015,0.8364,3.5584
12239640,-0.8282,3.9879,-0.0859,1.1172,-0.3700,-1.4594,2.6331,0.9232,-0.7871,-0.8128
11511165,-0.7516,2.2446,0.1226,-0.7659,-0.3132,-0.9420,0.2181,-0.9397,0.8638,-0.2513
17297827,-0.6906,-0.9577,0.0397,-1.3595,-1.3410,-1.4816,-1.0893,-0.0625,0.2472,0.4502
14262089,-0.7710,-0.4436,-0.2201,-0.0367,0.3047,6.7680,-0.1264,-2.0954,-0.3174,-0.7292
10850324,-0.8624,-0.4583,-0.0804,2.6355,-0.5207,-1.3060,2.7421,1.0846,2.2243,-2.3341
12117750,-0.8754,0.6821,-0.2536,2.2008,-0.1466,-1.1699,0.2593,-0.8265,0.4371,-1.0611
14216846,-0.7040,-0.6307,-0.0439,-0.6016,-0.6600,-0.4248,-1.8362,0.2111,1.2419,2.3713
12643716,-0.7172,-0.5836,-0.0789,-0.4661,-0.4356,-0.1254,0.1437,-0.6231,1.6273,0.9624
17113162,-0.7568,-0.3186,-0.0903,-0.7600,-0.4024,0.0537,1.9974,-0.5936,0.0356,1.7716
11919493,-0.5871,-0.6918,1.3319,-0.3650,-0.3600,-1.2813,1.0108,-1.0354,2.5911,-2.1246
10869182,-0.8351,-0.5701,-0.2252,-0.4837,-0.0140,-1.3821,0.1688,1.3613,2.4737,-1.0952
14243153,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.2374,2.1891,0.8194,-1.6044,-2.3380
11974853,-0.8078,-0.4376,-0.2614,0.0188,0.3720,-1.4672,0.6061,-0.2369,0.6777,-1.2741
12995350,-0.7642,-0.4168,-0.2029,0.0138,0.3598,4.3692,-0.4177,-2.4717,-0.9535,-3.5713
12218405,21.4571,-0.1414,-2.0097,0.4423,0.5299,18.3772,1.0400,-2.4943,0.5811,2.1677
14209590,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.9767,1.4103,-1.5372,-0.8455,0.7547
11735822,-0.8292,-0.4333,-0.2659,1.5928,0.1302,-1.2120,1.3350,0.7081,-0.3931,-0.9426
14675278,-0.6901,-0.5184,0.7197,-2.0933,-2.9397,-0.0302,-0.0741,-0.2736,2.3587,1.2480
12103080,-0.7822,-0.3690,-0.2095,-0.0570,0.3036,-0.4127,-0.3669,0.4668,0.1445,-0.6198
11751312,-0.7791,-0.3695,-0.2252,-0.7452,-0.0335,-0.3755,-0.7613,-0.1733,0.2854,0.8083
10949481,-0.8278,-0.0101,-0.2352,0.0642,0.8253,-0.5295,0.9719,-0.0740,0.7610,1.2356
12453853,-0.7999,1.5337,-0.1921,-0.2240,1.1841,3.2396,0.6989,-0.4023,-1.0391,-3.5644
10792699,-0.6878,0.7837,0.9340,-0.0686,-0.1923,-1.2394,-0.1444,-0.3172,0.6737,-0.1150
12730468,-0.6145,-0.7690,0.4487,-1.5351,-2.3430,-0.6265,-6.7336,2.9917,-1.4801,0.1975
12469940,-0.7508,0.2808,-0.2429,0.4947,0.9318,-0.9540,4.5035,3.0820,-1.2882,0.5772
11597479,-0.7737,-0.0738,-0.2092,0.0177,0.7529,-1.3957,0.8897,-0.7187,0.0009,0.5108
10803962,-0.7430,-0.5416,-0.1462,-0.3194,-0.1646,-0.9858,-0.9102,0.8461,0.1636,-0.1924
11624673,-0.7693,0.7270,-0.1522,-0.3894,0.7652,-1.5904,-0.3741,-1.5420,0.2139,-0.2228
12947776,-0.7980,-0.5022,-0.2371,-0.2988,-0.0624,-0.9923,1.5203,-0.5434,-0.5454,1.2523
14458165,-0.7769,-0.5814,-0.1468,-0.8033,-0.8423,-0.4858,0.4526,1.8274,-0.3155,0.3045
14215983,-0.7159,-0.5883,-0.0754,-0.4796,-0.4580,-0.9576,-2.4308,0.4593,0.0530,-0.3387
13012273,-0.6858,-0.6307,-0.0922,-0.6746,-0.8312,-0.9887,0.1762,1.4849,2.8798,-1.5871
12073282,-0.7463,0.7807,-0.0054,-0.2235,-0.4039,-0.9805,1.3011,-0.4705,-1.6646,0.4342
12711903,-0.6800,-0.7161,0.0195,-0.8470,-1.0668,-1.0982,-1.3112,-0.7739,0.4069,0.3874
14261567,-0.7769,0.9689,-0.1697,-0.3329,1.1825,7.1996,-0.3870,-0.8913,0.5353,-0.6508
17196550,-0.7266,-0.5504,-0.1036,-0.3706,-0.2773,-1.6629,2.5772,2.1564,-0.1381,0.1120
11611034,-0.8295,0.0917,-0.1996,1.4017,0.0405,-1.4344,0.0808,-1.3301,0.5057,-0.2950
12683158,-0.7813,-0.5920,-0.1559,-0.3043,-0.1022,-0.8730,-0.0813,-1.2152,0.1777,1.9053
10953535,-0.7241,-0.5314,-0.2201,-0.1876,-0.1314,-1.0800,-1.2006,-1.3945,-0.3810,-1.9848
12648647,-0.3121,3.8357,0.7953,-0.9630,-2.7982,3.7859,0.5256,-1.0054,-0.8473,-0.3676
11859291,-0.8104,2.3072,-0.1214,-0.6712,1.2497,-1.1555,-1.7518,0.3366,-1.1879,-1.6975
13093705,-0.7914,-0.4931,-0.2338,-0.1789,0.0655,-0.5825,1.7324,-0.0587,-0.9710,0.9369
11764969,-0.6474,3.8577,-0.0860,-0.7005,-2.3620,-1.1718,1.2218,0.2926,-1.2963,-0.7321
12221552,-0.2231,79.0040,1.9159,-6.0203,-8.6040,-2.4125,2.1493,-4.5102,1.1960,2.4039
10731578,-0.7951,-0.5466,-0.1037,-0.6049,-0.1522,-0.3983,-0.8616,1.2843,-0.5850,0.6192
11886906,-0.7741,-0.5648,-0.2644,-0.2631,-0.0010,-1.1575,-0.5616,-0.5859,-0.0165,-0.3643
14058610,-0.7650,0.3334,-0.0876,0.7935,-0.3129,-0.5956,-1.7639,1.7710,1.2508,-0.6769
11830066,16.8494,-0.3250,-1.5837,0.1756,1.1230,11.0348,1.8554,-0.2858,-1.2757,0.4090
12232540,-0.7576,2.1309,-0.1776,-0.2984,-0.1321,-1.6717,2.1870,0.1822,-0.1920,-0.0418
14490801,-0.7960,0.1235,-0.1948,2.0163,-0.6162,-1.4250,1.9099,-0.7015,0.8364,3.5584
14279397,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.4736,1.5430,-0.2632,-1.1482,-1.4039
11436484,-0.8013,-0.3752,-0.2160,-0.3351,0.6023,-0.6810,1.1640,2.7078,-3.0370,-0.6598
11091252,9.2884,-0.4764,0.0742,0.1137,0.5187,7.2033,-0.6719,-0.8382,-0.0938,-0.6660
11898674,14.9125,-0.4354,-1.4952,0.0683,0.4728,15.6943,1.8904,1.8983,-0.0162,-0.9616
14700338,-0.7022,-0.6371,-0.0391,-0.6200,-0.6907,-0.8205,-1.2614,-0.8687,-0.2696,-0.7126
11573278,-0.7974,-0.0617,-0.2091,0.0005,0.6770,-1.3227,0.6586,-1.4331,0.3117,1.1526
14129543,-0.7843,-0.5709,-0.1500,0.3092,-0.5926,-1.1945,-1.9449,-0.5500,0.0524,-0.2218
13982229,-0.9193,-0.4016,-0.3017,-0.7780,-0.3017,-0.3937,-0.6001,-1.2292,0.4495,-0.7305
14316123,-0.7077,-0.6174,-0.0538,-0.5632,-0.5965,-1.1421,-2.6304,-0.2801,-0.9023,-2.3341
12044550,-0.7932,-0.6430,-0.1248,0.4409,-1.0357,-0.5042,-0.7463,0.3027,1.2354,0.1857
11860393,-0.7433,-0.5671,-0.1198,-0.4407,-0.2295,-1.3235,-0.6935,-1.1221,0.0116,1.0480
11047402,15.7694,-0.6341,-1.4160,-0.3426,-0.3804,18.4217,2.1120,-1.4293,1.4374,-0.1490
11769588,-0.7464,-0.5337,-0.1570,-0.3755,-0.1656,-1.1187,-0.1011,-1.3372,0.5126,-0.0620
12117487,-0.8888,0.4423,-0.3113,1.8680,0.0170,-1.0497,-0.4296,-0.5101,0.0739,-0.9164
12920863,-0.7950,-0.4090,-0.2197,-0.2419,0.0184,-1.1492,4.3223,0.6959,-0.6975,1.3759
12513006,-0.7419,-0.5490,-0.1431,-0.3388,-0.1950,-0.3676,1.3110,-0.7768,0.4197,3.5418
11580655,-0.5915,-0.5032,-0.3606,0.1020,0.3605,-1.3814,2.4900,-2.2331,0.1698,2.9526
11102254,-0.0796,-0.8356,9.6749,-0.0419,0.1771,-0.4321,0.7142,0.3382,0.2051,-1.7297
12156629,-0.7900,-0.4528,-0.0381,2.0680,-0.7727,-1.6145,1.7886,0.6100,-0.0765,-1.7199
11898908,8.5300,-0.5897,-0.7566,-0.5835,-0.6689,8.8845,-0.1356,1.5266,0.0089,-0.4531
11889762,-0.7600,3.1708,0.1776,-0.8694,-2.0279,-1.6678,-0.1419,-1.0665,0.2530,0.3819
17295310,-0.7982,-0.2394,-0.2599,1.3105,0.1696,-0.5823,0.2414,-1.2033,0.5952,0.5036
12283441,14.8450,0.0121,-1.4164,0.2562,0.5185,13.2721,1.9681,-0.6373,-1.2138,-0.8105
14022628,-0.7240,-0.5596,-0.0968,-0.3969,-0.3209,9.3619,-0.6477,-0.2398,-1.5633,0.2265
17199236,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.8073,0.5726,3.3483,0.8678,-3.4253
14254590,-0.6726,-0.6037,0.2367,-0.9371,-1.3210,-1.1096,-3.6978,1.6022,-0.0680,-0.2245
14324521,-0.8181,0.0502,-0.2484,0.6884,0.8245,-1.2794,0.1841,-1.6591,0.4329,0.1330
12755202,10.5446,-0.5825,0.2022,-0.5682,-0.6432,8.4203,1.8582,2.2542,-0.9061,1.8491
12058351,-0.8028,-0.0705,-0.2377,0.0354,0.7567,-1.7970,0.9962,-0.1075,-1.2238,0.2146
12865774,-0.7599,-0.5287,-0.1613,-0.1974,0.1471,-1.5925,3.0880,-0.0545,2.6314,1.2703
14715942,-0.7149,-0.5919,-0.0727,-0.4900,-0.4753,-1.7705,-1.6899,0.9674,0.8587,0.6489
14306820,-0.7360,-0.1567,-0.2592,-0.0788,0.4789,-1.6830,1.1175,-0.6003,-0.7391,0.7319
17283016,-0.8076,-0.6898,-0.1840,-0.6859,-0.5536,-0.9951,0.8875,0.1781,1.7013,-1.8029
11808047,-0.7671,-0.4040,-0.2217,1.1927,-0.6285,-0.9922,0.8115,-0.9152,-0.3049,0.7099
14146150,-0.7660,-0.4240,-0.1364,-0.4022,0.2025,-1.1765,-1.4641,-0.0603,0.5279,0.8597
17158405,-1.0418,1.9790,-0.3917,0.1136,4.1303,-1.5202,2.0694,2.1527,-0.7392,0.3825
14242892,-0.6640,-0.7730,0.0618,-1.0108,-1.3383,-0.9001,-0.9597,0.8331,-0.8031,-0.3290
12723859,-0.5196,1.1334,2.6793,-0.3418,-0.0025,-0.5772,0.1913,0.5324,2.0979,-2.2979
11502724,-0.8663,1.7005,-0.3260,1.2397,3.4210,-1.5961,1.2859,-0.7390,0.3076,-0.0448
14385384,-0.5451,-0.9324,0.7512,-2.2541,-3.5976,-0.4611,-4.2335,1.6945,1.6296,0.2119
12920826,-0.7940,-0.4092,-0.2192,-0.2338,0.0291,-1.1304,4.0293,0.7341,-0.7059,1.3328
11728907,-0.8074,-0.2770,-0.2456,0.0204,0.9032,-0.9048,0.4218,0.4418,1.1814,-0.6302
14647327,-0.7328,-0.4903,0.5840,0.1188,-0.1136,-2.1271,-0.0715,-0.8187,-0.0364,-0.8534
11159523,-0.7132,-0.6161,-0.1406,-0.5803,-0.6256,-1.5754,-1.0842,-0.3494,0.6647,1.0855
11579410,-0.7900,-0.4459,-0.3174,0.1602,0.6011,-1.3291,0.7857,0.4981,-0.7881,0.2337
14001034,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.8512,-0.5379,-1.2518,-0.2126,0.0479
14402656,-0.9144,1.4875,-0.4136,1.4355,3.2750,-1.9151,1.8483,-1.5873,0.3502,0.8643
17126931,-0.4613,-0.6750,-0.5594,-0.2933,0.4535,-1.1436,4.1156,2.9403,-5.4895,1.9101
12219524,22.9366,-0.1222,-2.1312,0.4712,0.5410,19.8687,1.4583,-2.5301,0.9607,2.5113
12001726,-0.8377,-0.3035,-0.3110,1.9147,0.1161,-0.6822,2.2250,-0.8144,-0.0619,1.4354
17181398,-0.8191,-0.4148,-0.3518,-0.1705,0.4848,-2.2113,-1.0079,-1.6173,-0.1300,-1.7538
14725575,-0.7770,-0.5832,-0.1462,-0.8122,-0.8554,-0.4921,0.6136,1.7685,-0.2821,0.3139
12978133,-0.7197,-0.6037,-0.0273,-0.6035,-0.6934,4.0346,-2.0586,-1.0587,-1.0878,-2.3837
12664772,-0.9589,2.3514,-0.3123,3.7369,0.6639,-1.7180,1.3458,2.7026,-0.5384,0.0944
11685457,-0.8889,-0.4547,-0.3314,-0.0133,0.7586,-1.9050,1.1012,-2.5255,-0.1536,0.0531
10764507,22.2533,1.7848,-2.0991,0.3746,0.3104,19.4580,1.2398,-1.5214,-1.5141,0.7556
13865897,-0.7751,-0.0874,-0.2024,-0.1973,0.6534,-1.5220,-2.7479,0.8361,-0.5318,0.9272
10888865,-0.7821,-0.4533,-0.2639,-0.0689,0.5441,-0.5072,0.7807,-1.4859,-0.5597,1.2132
12868636,-0.7848,-0.3768,-0.1932,-0.3855,0.4856,0.4959,-0.8710,-1.0488,-0.3297,1.7362
13937251,-0.7571,-0.5985,-0.1351,-0.3299,0.0125,-0.6377,-0.5037,1.3660,-0.7587,-1.2014
14745714,-0.7227,-0.5640,-0.0935,-0.4096,-0.3420,-1.1388,-0.9525,-0.5905,0.3211,-0.0952
14438913,-0.7309,-0.6612,-0.0933,-0.6066,-0.4085,-1.1178,-3.2608,0.6741,-0.5151,-0.7710
12654692,-0.7718,-0.4934,-0.2468,-0.1961,0.0052,-1.5809,2.5498,-0.3173,-0.5538,-0.2174
10985618,-0.7293,-0.6947,-0.0995,-0.5204,-0.7484,-1.3460,-1.4489,1.5263,-1.0206,1.3035
14287189,-0.7972,-0.5018,-0.2333,-0.0018,0.6119,6.2954,-1.1214,1.3227,-0.6744,0.6222
14702683,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.6677,-1.1078,-0.4414,-0.2202,-0.6792
11035354,-0.7257,-0.5535,-0.1013,-0.3795,-0.2920,-1.7207,-0.6252,-0.8656,0.0790,0.2805
12597346,-0.8329,-0.3070,-0.2381,2.4014,-0.8242,-1.0727,-0.6062,1.6671,-0.4782,-0.8618
11928703,-0.7885,-0.4291,-0.2097,0.0296,0.0487,-0.0463,2.3182,2.9041,2.0334,-2.1068
11527786,-0.8163,-0.4539,-0.2549,0.0291,0.5388,-1.3106,-0.1019,-1.0907,-0.1545,0.1917
11022729,54.2530,-0.3806,-4.7278,1.1609,1.8603,55.7833,3.1778,-1.2562,0.9087,-1.7009
12388226,-0.8643,-0.1440,-0.3039,0.3874,1.5538,-0.4415,-0.0299,-0.8396,0.3286,-0.4405
11410444,-0.7246,0.7730,0.6189,-0.4020,-0.2071,-1.0980,1.6548,1.6267,-0.6446,0.6080
13953554,-1.0041,-0.3114,-0.2995,10.3750,-1.9044,-1.2600,1.1934,0.4871,2.1698,-2.3171
11634822,-0.8968,-0.4079,-0.3293,0.2761,1.1946,-0.1142,0.5534,-1.4863,-0.1855,-0.1913
14037128,-0.8436,-0.6093,-0.3193,-0.2739,0.7264,-0.8320,0.2637,1.7815,1.3245,0.2082
17275110,-0.6525,-0.8137,0.0920,-1.1279,-1.5324,-1.2274,-1.4963,-0.7939,-0.8505,0.4753
10831321,-0.7353,-0.7336,-0.0851,-1.1468,-1.2086,-1.0349,0.9824,-0.8825,-0.5972,0.1157
11989877,1.2387,0.5913,-0.4685,0.3801,0.7942,0.8753,2.1360,-0.1327,1.1605,-1.0258
11170096,-0.7230,-0.5631,-0.0941,-0.4071,-0.3379,-1.9406,-2.5766,-0.1930,-0.1061,-1.6486
14350518,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.8432,-1.5264,-0.8814,-0.0015,-1.0423
12046119,-0.7880,-0.0133,-0.1683,-0.2994,0.0709,-1.3960,0.3459,-2.1218,-0.8095,-0.4780
11735363,-0.7728,-0.3895,-0.2157,-0.4248,0.1324,-0.3518,0.5759,0.2070,-0.5207,0.3385
12742377,-0.7876,-0.6149,-0.2265,-0.3905,-0.1522,-0.6543,-0.8980,0.6049,0.3880,2.5748
13927373,-0.8131,-0.4342,-0.1480,-0.4202,0.8484,-1.4527,-1.6153,2.3819,-0.1223,1.7280
14428379,-0.9998,1.3020,-0.4642,1.7128,4.2578,-1.5482,1.4361,-2.2826,1.5201,0.2087
12698918,-0.7011,-0.6410,-0.0363,-0.6311,-0.7090,-0.3039,-1.2957,-0.6078,0.6012,-0.4629
11648289,-0.6098,0.4369,-0.0692,-0.9170,-1.4932,-1.8817,0.8406,-2.2067,1.7809,0.3379
14704301,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.4838,1.8844,1.3872,-1.0374,-1.7757
10879990,-0.8212,-0.4702,-0.2819,0.1005,0.4994,-0.3133,1.7838,-1.3601,0.0632,0.7196
14734444,-0.7830,-0.5918,-0.2287,-0.2104,0.0672,-0.6003,-0.9816,-0.4925,-1.8800,-3.7062
17237206,-0.7771,-0.6092,-0.0999,-0.5527,-0.0478,-1.3766,-1.7431,-0.4915,0.4686,-0.2068
11105109,-0.7215,-0.5686,-0.0901,-0.4227,-0.3637,8.8486,-0.4348,-0.2912,5.9585,0.4957
12956513,-0.6725,-0.7427,0.0393,-0.9236,-1.1937,-1.3916,-3.7504,0.9327,-0.5802,0.0438
12512227,-0.7190,-0.5773,-0.0836,-0.4478,-0.4053,-1.3925,-1.7383,1.2748,0.6214,-0.4817
13003640,-0.7232,-0.5623,-0.0948,-0.4047,-0.3339,-0.4478,-0.4560,3.0139,1.7751,-1.3520
11531131,-0.8720,0.3410,-0.3145,0.3980,1.3807,-0.7860,1.0599,-0.4533,0.0641,0.9705
11598844,-0.6174,-0.4340,-0.3182,0.0551,0.4955,-1.7685,-0.6125,-1.0008,-0.5798,-0.4844
17117708,-0.7336,-0.5977,-0.1208,-0.4690,-0.4001,-1.6173,-2.5311,0.4289,0.2397,-0.6967
17191328,-0.5800,-0.4528,1.6180,0.0113,0.4626,-0.9783,0.1809,1.3794,-1.7321,-1.4480
14352648,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.6323,-1.1121,-0.4947,-0.5058,-0.6186
12048157,-0.7845,-0.0713,-0.1733,-0.2544,0.1125,-1.5428,0.3141,-1.9164,-1.3420,-0.0809
11651603,-0.8508,-0.5088,-0.2189,-0.1610,0.4086,-0.3287,-2.0795,-0.3878,0.5259,-1.5217
13014263,-0.7432,0.9907,0.0292,-0.2651,-0.5378,-2.1352,0.3632,-2.0372,0.0201,1.2617
14008241,-0.7169,-0.6956,-0.0759,-0.7306,-0.8121,-0.4794,-2.7554,0.0456,0.1054,-0.7443
11455214,-0.8110,-0.4188,-0.2520,0.4004,0.3052,-1.6635,1.9622,-2.9062,0.0670,4.1281
12060946,-0.8377,-0.2159,-0.2484,3.5495,-0.6785,-1.5403,-0.7915,-0.3126,-0.0749,0.6038
10815023,32.8200,-0.6043,-2.8045,0.1102,0.2754,27.5897,-0.6742,0.0425,-0.6454,-0.1943
14721107,-0.6981,-0.6516,-0.0284,-0.6617,-0.7597,-0.7237,-4.9747,2.7889,-0.2782,1.2110
11517900,-0.7268,1.1398,-0.2421,-0.4118,0.1866,-0.9030,1.0159,-0.9720,-0.5196,0.1099
13902357,-0.6821,-0.7083,0.0137,-0.8248,-1.0300,-0.7429,-3.4213,1.3929,-0.7516,0.6724
14432541,-0.7632,-0.6545,-0.1144,-0.7381,-0.3817,-1.2539,0.7997,-0.0095,0.1303,-0.1278
11865960,21.2789,-0.5103,-2.0756,0.4677,0.5883,16.3737,2.8385,-1.0635,3.2415,-1.5992
13900944,-0.6490,-0.6879,0.2987,-1.1785,-1.7207,-0.6111,-3.9989,1.9927,-0.6954,0.6910
13060476,-0.6235,-0.7478,0.4096,-1.4421,-2.1807,-0.4788,-4.3958,2.6880,1.2978,2.4238
12015288,-0.8126,-0.3733,-0.2486,0.5233,0.2821,-1.0778,1.2065,-1.2720,-1.1578,0.7473
14723357,-0.6685,-0.7570,0.0499,-0.9647,-1.2619,-0.7941,-6.2311,3.4749,-0.5237,0.7141
12679490,-0.7887,0.0883,-0.1237,-0.1202,-0.1254,-0.8711,-1.9207,-0.5905,0.1077,0.3281
11100209,23.8898,-0.5828,0.4906,0.1851,0.5996,18.7831,-0.4708,-1.4970,-1.0252,-0.8111
10795547,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.4434,-0.1933,-0.8920,-0.0331,-0.1328
11109887,-0.7642,-0.4168,-0.2029,0.0138,0.3598,17.1987,0.8099,-1.2939,0.4272,0.3896
12518706,-0.7367,-0.5143,-0.1304,-0.2667,-0.1052,-0.8273,-0.5104,-0.8720,0.3118,1.2620
12422738,-0.7602,0.2446,-0.2353,-0.1719,0.1603,-1.2249,1.4599,0.1440,-1.1529,0.2155
11865060,13.8868,-0.5344,-1.4851,0.4553,0.5805,10.2561,1.8244,-1.6218,1.6306,-1.7074
14501045,-0.7806,-0.4807,-0.2251,-0.0901,0.4393,-1.2696,0.0144,0.9995,2.7283,1.0644
14033239,-0.7432,-0.5552,-0.1488,-0.4473,-0.2619,-0.5573,-2.1641,0.0524,0.0889,-1.2507
14450907,-0.7910,-0.1320,-0.2048,-0.0729,0.7480,-1.0075,-1.3045,0.0030,-0.1603,1.3211
14272185,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.5293,0.6183,0.8989,-1.2524,-1.9366
14694241,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.2655,1.4337,0.7360,-1.1746,-0.0198
11781553,-0.7816,0.9212,-0.0293,0.0536,-0.5263,-0.4132,0.3647,-0.8645,-0.2149,-1.0762
11603214,-0.7712,-0.5835,-0.1929,-0.2519,-0.1498,-1.3518,-0.1125,-1.2593,0.6066,0.5497
14624673,-0.7133,-0.5977,-0.0685,-0.5065,-0.5025,-1.3814,-1.9886,-0.6049,0.2410,-1.9406
11392587,-0.7063,2.4224,-0.0685,-0.4163,-1.0087,-1.2175,0.4124,0.7664,1.2968,2.2128
14338816,-0.6834,-0.7038,0.0104,-0.8117,-1.0083,-0.6864,-1.7977,-0.1937,-0.3900,-0.6872
10756010,-0.7111,-0.2064,-0.3373,1.5832,0.0321,-1.0878,-0.1617,-0.7627,0.4025,-0.5764
14031850,-0.8058,-0.1627,-0.1988,0.2948,0.2877,-1.4857,2.2247,0.8683,-0.9951,-0.4253
10867434,-0.7421,-0.2058,-0.1102,-0.2239,-0.1192,-1.5857,-0.2502,-0.1116,-0.3668,-1.1477
17084903,-1.2799,7.5515,-0.7416,1.6620,12.8887,-0.8998,-0.1053,-0.8364,0.0118,-1.1220
14667290,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.5756,0.4800,-1.1009,0.2178,-0.3939
11060238,-0.0184,18.9978,0.6146,-2.7222,-12.3775,-1.4704,3.8600,-0.8545,-2.0386,0.8932
12238713,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-2.1186,1.1235,0.2491,-2.0892,0.2238
11002227,-0.7749,-0.5776,-0.1168,-0.4594,0.0184,-1.8846,0.9114,1.7846,-0.0905,0.8817
14365366,-0.6695,-0.6397,0.2095,-0.9665,-1.3509,9.4450,-4.9409,2.1540,-1.1087,-0.1261
14372180,-0.7035,-0.6016,0.0738,-0.7332,-0.9114,-0.9146,-2.7149,0.5617,-0.4117,0.3375
12648077,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.6607,0.9241,-1.6821,-0.8901,-0.6116
12531983,-0.8070,-0.3188,-0.2510,0.4162,0.6889,-1.3075,2.5095,-1.6080,0.2477,0.6719
12655064,-0.8131,0.4014,-0.1404,-0.3749,-0.4894,-1.3564,0.2248,-0.7871,-0.1235,2.5318
11538457,-0.8554,0.8095,-0.2713,0.0904,1.8315,-1.3296,0.3945,-0.6230,0.1212,-0.0757
14704653,-0.7178,-0.5816,-0.0804,-0.4603,-0.4260,-1.6364,-2.5399,-0.0252,-0.3984,-0.8115
12122239,-0.8792,-0.1501,-0.2925,1.4452,-1.3203,-0.5201,0.3704,1.2170,1.9180,-2.6679
10939643,-0.7605,-0.5116,-0.1676,-0.1653,0.1793,-0.0960,-0.7688,-0.4653,-0.5066,-0.7972
14118150,-0.7975,0.2668,-0.0960,-0.1666,-0.2952,-1.5308,-1.9373,-0.1649,0.3185,-0.4037
12601230,-0.7090,-0.6129,-0.0571,-0.5504,-0.5753,-0.9895,-2.5683,0.8259,-0.3599,0.2889
12304797,-0.7642,-0.4168,-0.2029,0.0138,0.3598,8.6840,1.7347,1.3566,-2.1804,-0.1180
14649712,-0.7422,-0.5009,-0.2204,-0.2574,-0.0718,-1.3094,1.4021,-1.4426,0.2958,0.7166
14500995,-0.7761,-0.4632,-0.2190,-0.0617,0.4176,-1.2051,-0.1925,0.5389,1.9778,1.0415
14081002,-0.8820,2.4813,-0.2874,0.7596,4.1298,-1.4673,0.6984,-2.3010,0.9666,0.3430
11875201,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-2.5290,-0.4985,-1.6358,-1.0816,-2.7608
11403600,-0.7704,1.4958,-0.0396,-0.2613,-0.6385,-1.5602,3.1147,1.3043,-0.3254,-0.5947
11951158,-0.7646,-0.5301,-0.2091,-0.3165,0.3583,-1.7296,0.9571,-0.1311,0.2641,1.8286
14048499,-0.7648,0.1839,-0.1106,0.6381,-0.1789,-0.6327,0.7357,-0.4421,-0.3063,0.9828
14720942,-0.6999,-0.6451,-0.0333,-0.6428,-0.7284,-1.7830,-2.9961,0.7821,-0.0162,-0.1937
10960001,-0.7732,-0.4218,-0.1861,-0.1706,0.3384,-1.2268,2.1734,-0.4715,-1.7596,-0.5202
11972742,-0.8141,-0.4475,-0.2725,0.3143,0.6110,-1.4854,0.7085,-0.8182,-0.0610,-1.1897
10894658,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.0844,1.0464,-2.8033,-0.1344,-0.0691
14434812,-0.8627,-0.2325,-0.1089,-0.8049,1.6311,-1.7240,-2.0469,0.1034,-0.1460,-0.2249
12362093,22.7924,-0.7141,-1.0811,-0.5997,-0.8774,21.9771,-1.9808,-0.0928,-0.6397,0.2824
12096210,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.6380,-0.3588,-1.7728,0.0597,-0.7019
